Anchor;A;B;Annotator00;Annotator04;Annotator02;Annotator05;Annotator06;Annotator08;Annotator07;Annotator10;Annotator01;Annotator09;Annotator03
Computational Complexity;Robotics;Software Engineering;['B'];;;;;['B'];;['0'];['0'];['A'];
Computational Complexity;Robotics;Sound;['0'];;;['0'];['A'];;['0'];;['A'];;
Computational Complexity;Robotics;Systems and Control;['0'];;;;;['A'];;['B'];['0'];['A'];
Computational Complexity;Software Engineering;Information Retrieval;['B'];;;;;['0'];;['0'];['B'];['B'];
Computational Complexity;Software Engineering;Logic in Computer Science;['B'];;;['B'];['B'];;['0'];;['0'];;
Computational Complexity;Software Engineering;Networking and Internet Architecture;['0'];['A'];['B'];;;;;;['A'];;['0']
Computational Complexity;Software Engineering;Symbolic Computation;['B'];;;;;['0'];;['0'];['B'];['B'];
Computational Complexity;Software Engineering;Systems and Control;['0'];;;['A'];['0'];;['0'];;['0'];;
Computational Complexity;Sound;Logic in Computer Science;['B'];;;['B'];['B'];;['0'];;['B'];;
Computational Complexity;Sound;Symbolic Computation;['B'];['B'];['B'];;;;;;['0'];;['B']
Computational Complexity;Systems and Control;Symbolic Computation;['B'];['B'];['B'];;;;;;['B'];;['B']
Computational Geometry;Computation and Language;Information Retrieval;['A'];['B'];['B'];;;;;;['A'];;['A']
Computational Geometry;Computation and Language;Information Theory;['A'];['B'];['B'];;;;;;['A'];;['A']
Computational Geometry;Computation and Language;Software Engineering;['A'];;;;;['0'];;['A'];['A'];['0'];
Computational Geometry;Computation and Language;Systems and Control;['A'];;;;;['0'];;['0'];['A'];['0'];
Computational Geometry;Computational Complexity;Computer Science and Game Theory;['A', 'A'];;;['A', 'A'];['A', 'A'];;['A', '0'];;['A', 'A'];;
Computational Geometry;Computational Complexity;Information Retrieval;['B'];;;;;['0'];;['A'];['A'];['0'];
Computational Geometry;Computer Science and Game Theory;Networking and Internet Architecture;['A'];['A'];['A'];;;;;;['A'];;['A']
Computational Geometry;Computer Science and Game Theory;Numerical Analysis;['B'];;;['B'];['B'];;['B'];;['A'];;
Computational Geometry;Computer Vision and Pattern Recognition;Numerical Analysis;['B'];;;['B'];['B'];;['B'];;['A'];;
Computational Geometry;Cryptography and Security;Computational Complexity;['B'];;;['B'];['B'];;['B'];;['B'];;
Computational Geometry;Cryptography and Security;Symbolic Computation;['B'];;;;;['B'];;['0'];['A'];['0'];
Computational Geometry;Databases;Discrete Mathematics;['B'];;;['B'];['B'];;['B'];;['0'];;
Computational Geometry;Databases;Graphics;['B'];;;;;['0'];;['B'];['0'];['B'];
Computational Geometry;Databases;Machine Learning;['B'];;;['B'];['0'];;['0'];;['B'];;
Computational Geometry;Databases;Sound;['0'];['A'];['A'];;;;;;['B'];;['A']
Computational Geometry;Databases;Symbolic Computation;['B'];;;['B'];['0'];;['0'];;['B'];;
Computational Geometry;Digital Libraries;Computation and Language;['B'];['0'];['B'];;;;;;['B'];;['B']
Computational Geometry;Digital Libraries;Computer Vision and Pattern Recognition;['B'];;;;;['0'];;['B'];['B'];['B'];
Computational Geometry;Digital Libraries;Discrete Mathematics;['B'];;;['B'];['B'];;['B'];;['0'];;
Computational Geometry;Digital Libraries;Information Theory;['0'];['B'];['B'];;;;;;['B'];;['B']
Computational Geometry;Digital Libraries;Mathematical Software;['B'];;;['B'];['B'];;['B'];;['0'];;
Computational Geometry;Digital Libraries;Multiagent Systems;['B'];;;;;['0'];;['0'];['0'];['0'];
Computational Geometry;Digital Libraries;Networking and Internet Architecture;['0'];['0'];['B'];;;;;;['0'];;['B']
Computational Geometry;Digital Libraries;Operating Systems;['0'];['0'];['A'];;;;;;['0'];;['0']
Computational Geometry;Discrete Mathematics;Artificial Intelligence;['A'];;;['A'];['A'];;['A'];;['B'];;
Computational Geometry;Discrete Mathematics;Computer Vision and Pattern Recognition;['A'];;;;;['A'];;['B'];['A'];['A'];
Computational Geometry;Discrete Mathematics;Mathematical Software;['A'];['B'];['A'];;;;;;['0'];;['A']
Computational Geometry;Discrete Mathematics;Systems and Control;['A'];;;['A'];['A'];;['A'];;['0'];;
Computational Geometry;Distributed, Parallel, and Cluster Computing;Artificial Intelligence;['B'];;;;;['0'];;['B'];['B'];['B'];
Computational Geometry;Distributed, Parallel, and Cluster Computing;Computer Science and Game Theory;['0'];;;['A'];['0'];;['0'];;['B'];;
Computational Geometry;Distributed, Parallel, and Cluster Computing;Cryptography and Security;['B'];['0'];['B'];;;;;;['B'];;['0']
Computational Geometry;Distributed, Parallel, and Cluster Computing;Graphics;['B'];;;['A'];['B'];;['0'];;['B'];;
Computational Geometry;Distributed, Parallel, and Cluster Computing;Mathematical Software;['B'];;;;;['0'];;['B'];['B'];['0'];
Computational Geometry;Distributed, Parallel, and Cluster Computing;Numerical Analysis;['B'];;;['A'];['B'];;['B'];;['0'];;
Computational Geometry;Formal Languages and Automata Theory;Information Theory;['B'];['B'];['B'];;;;;;['B'];;['A']
Computational Geometry;Formal Languages and Automata Theory;Logic in Computer Science;['0'];;;;;['0'];;['0'];['B'];['0'];
Computational Geometry;Graphics;Computational Complexity;['A'];;;;;['0'];;['A'];['B'];['A'];
Computational Geometry;Graphics;Information Retrieval;['A'];;;;;['0'];;['A'];['B'];['A'];
Computational Geometry;Hardware Architecture;Computation and Language;['B'];;;;;['0'];;['B'];['B'];['A'];
Computational Geometry;Hardware Architecture;Discrete Mathematics;['B'];;;;;['B'];;['0'];['B'];['B'];
Computational Geometry;Hardware Architecture;Distributed, Parallel, and Cluster Computing;['0'];;;;;['0'];;['0'];['0'];['B'];
Computational Geometry;Hardware Architecture;Graphics;['0'];['B'];['B'];;;;;;['B'];;['0']
Computational Geometry;Hardware Architecture;Logic in Computer Science;['B'];;;;;['0'];;['0'];['B'];['0'];
Computational Geometry;Hardware Architecture;Multiagent Systems;['B'];;;;;['0'];;['0'];['0'];['0'];
Computational Geometry;Hardware Architecture;Multimedia;['0'];;;['0'];['0'];;['0'];;['B'];;
Computational Geometry;Hardware Architecture;Networking and Internet Architecture;['0'];['0'];['B'];;;;;;['A'];;['0']
Computational Geometry;Hardware Architecture;Systems and Control;['0'];;;['0'];['0'];;['0'];;['0'];;
Computational Geometry;Human-Computer Interaction;Cryptography and Security;['B'];;;;;['0'];;['0'];['B'];['A'];
Computational Geometry;Human-Computer Interaction;Information Theory;['B'];;;;;['0'];;['0'];['B'];['A'];
Computational Geometry;Human-Computer Interaction;Machine Learning;['B'];;;['B'];['0'];;['0'];;['B'];;
Computational Geometry;Human-Computer Interaction;Software Engineering;['0'];;;['0'];['0'];;['0'];;['0'];;
Computational Geometry;Human-Computer Interaction;Systems and Control;['0'];;;;;['0'];;['0'];['0'];['A'];
Computational Geometry;Information Retrieval;Symbolic Computation;['A'];;;;;['B'];;['0'];['0'];['0'];
Computational Geometry;Information Theory;Logic in Computer Science;['A'];;;;;['0'];;['0'];['0'];['0'];
Computational Geometry;Machine Learning;Formal Languages and Automata Theory;['A'];;;['A'];['0'];;['0'];;['A'];;
Computational Geometry;Machine Learning;Information Theory;['A'];['B'];['B'];;;;;;['A'];;['A']
Computational Geometry;Machine Learning;Mathematical Software;['B'];;;;;['B'];;['B'];['B'];['A'];
Computational Geometry;Machine Learning;Networking and Internet Architecture;['A'];['0'];['B'];;;;;;['A'];;['A']
Computational Geometry;Machine Learning;Software Engineering;['A'];;;['A'];['0'];;['0'];;['A'];;
Computational Geometry;Mathematical Software;Symbolic Computation;['A', 'A'];;;;;['A', 'B'];;['A', 'A'];['A', 'A'];['B', '0'];
Computational Geometry;Multiagent Systems;Artificial Intelligence;['B'];;;['0'];['B'];;['0'];;['B'];;
Computational Geometry;Multiagent Systems;Graphics;['B'];;;;;['0'];;['B'];['0'];['B'];
Computational Geometry;Multimedia;Artificial Intelligence;['A'];;;;;['0'];;['0'];['B'];['B'];
Computational Geometry;Multimedia;Computer Vision and Pattern Recognition;['B'];['B'];['B'];;;;;;['B'];;['B']
Computational Geometry;Multimedia;Logic in Computer Science;['0'];;;['0'];['B'];;['0'];;['B'];;
Computational Geometry;Multimedia;Networking and Internet Architecture;['0'];['A'];['B'];;;;;;['B'];;['0']
Computational Geometry;Multimedia;Numerical Analysis;['B'];;;['B'];['B'];;['0'];;['B'];;
Computational Geometry;Multimedia;Symbolic Computation;['B'];['A'];['B'];;;;;;['B'];;['B']
Computational Geometry;Networking and Internet Architecture;Symbolic Computation;['B'];;;['B'];['B'];;['0'];;['B'];;
Computational Geometry;Numerical Analysis;Artificial Intelligence;['A'];['A'];['A'];;;;;;['A'];;['A']
Computational Geometry;Operating Systems;Artificial Intelligence;['B'];;;;;['0'];;['0'];['B'];['B'];
Computational Geometry;Operating Systems;Computer Vision and Pattern Recognition;['B'];['B'];['B'];;;;;;['B'];;['B']
Computational Geometry;Operating Systems;Information Theory;['B'];;;;;['0'];;['0'];['B'];['0'];
Computational Geometry;Operating Systems;Logic in Computer Science;['0'];;;;;['0'];;['0'];['B'];['0'];
Computational Geometry;Operating Systems;Mathematical Software;['B'];;;['B'];['B'];;['0'];;['B'];;
Computational Geometry;Programming Languages;Artificial Intelligence;['B'];['B'];['B'];;;;;;['A'];;['B']
Computational Geometry;Programming Languages;Information Retrieval;['B'];;;['0'];['0'];;['0'];;['A'];;
Computational Geometry;Programming Languages;Operating Systems;['0'];;;['0'];['0'];;['0'];;['A'];;
Computational Geometry;Robotics;Cryptography and Security;['0'];['A'];['B'];;;;;;['A'];;['A']
Computational Geometry;Robotics;Mathematical Software;['B'];['A'];['A'];;;;;;['B'];;['A']
Computational Geometry;Robotics;Numerical Analysis;['B'];['A'];['0'];;;;;;['B'];;['B']
Computational Geometry;Robotics;Symbolic Computation;['A'];;;;;['0'];;['0'];['B'];['A'];
Computational Geometry;Software Engineering;Artificial Intelligence;['B'];;;['0'];['B'];;['0'];;['B'];;
Computational Geometry;Software Engineering;Networking and Internet Architecture;['0'];;;['B'];['0'];;['0'];;['0'];;
Computational Geometry;Software Engineering;Numerical Analysis;['B'];['A'];['A'];;;;;;['B'];;['B']
Computational Geometry;Software Engineering;Symbolic Computation;['B'];['A'];['B'];;;;;;['B'];;['B']
Computational Geometry;Software Engineering;Systems and Control;['0'];['A'];['B'];;;;;;['0'];;['0']
Computational Geometry;Sound;Networking and Internet Architecture;['0'];;;['0'];['0'];;['0'];;['0'];;
Computational Geometry;Sound;Numerical Analysis;['B'];;;;;['0'];;['B'];['B'];['B'];
Computational Geometry;Systems and Control;Computational Complexity;['B'];;;['B'];['B'];;['0'];;['B'];;
Computational Geometry;Systems and Control;Mathematical Software;['B'];;;['B'];['0'];;['B'];;['B'];;
Computer Science and Game Theory;Computation and Language;Computational Complexity;['A'];;;['B'];['A'];;['0'];;['A'];;
Computer Science and Game Theory;Computation and Language;Computational Geometry;['0', '0'];;;;;['0', '0'];;['0', '0'];['0', '0'];['0', '0'];
Computer Science and Game Theory;Computation and Language;Machine Learning;['B'];;;['B'];['A'];;['0'];;['A'];;
Computer Science and Game Theory;Computation and Language;Networking and Internet Architecture;['A'];;;['0'];['A'];;['0'];;['A'];;
Computer Science and Game Theory;Computation and Language;Software Engineering;['0'];['B'];['A'];;;;;;['A'];;['0']
Computer Science and Game Theory;Computational Complexity;Information Retrieval;['A'];['B'];['A'];;;;;;['B'];;['A']
Computer Science and Game Theory;Computational Complexity;Numerical Analysis;['A'];['A'];['A'];;;;;;['A'];;['B']
Computer Science and Game Theory;Computational Complexity;Symbolic Computation;['B'];;;;;['B'];;['0'];['A'];['0'];
Computer Science and Game Theory;Computational Geometry;Cryptography and Security;['A'];;;['A'];['0'];;['0'];;['B'];;
Computer Science and Game Theory;Computational Geometry;Graphics;['0'];;;;;['0'];;['0'];['0'];['B'];
Computer Science and Game Theory;Computational Geometry;Information Theory;['0'];;;;;['B'];;['0'];['B'];['0'];
Computer Science and Game Theory;Computational Geometry;Logic in Computer Science;['0'];['B'];['B'];;;;;;['B'];;['A']
Computer Science and Game Theory;Computational Geometry;Multimedia;['0'];['A'];['0'];;;;;;['A'];;['A']
Computer Science and Game Theory;Computational Geometry;Symbolic Computation;['B'];;;['A'];['B'];;['0'];;['A'];;
Computer Science and Game Theory;Computational Geometry;Systems and Control;['B'];['B'];['0'];;;;;;['A'];;['A']
Computer Science and Game Theory;Computer Vision and Pattern Recognition;Artificial Intelligence;['0'];;;;;['0'];;['0'];['A'];['0'];
Computer Science and Game Theory;Computer Vision and Pattern Recognition;Computational Complexity;['0'];['A'];['B'];;;;;;['A'];;['A']
Computer Science and Game Theory;Computer Vision and Pattern Recognition;Symbolic Computation;['B'];;;['B'];['B'];;['0'];;['A'];;
Computer Science and Game Theory;Cryptography and Security;Computational Complexity;['0'];;;;;['0'];;['0'];['0'];['0'];
Computer Science and Game Theory;Cryptography and Security;Numerical Analysis;['A'];['A'];['B'];;;;;;['A'];;['B']
Computer Science and Game Theory;Databases;Discrete Mathematics;['0'];['A'];['B'];;;;;;['A'];;['0']
Computer Science and Game Theory;Databases;Graphics;['0'];;;['B'];['0'];;['0'];;['A'];;
Computer Science and Game Theory;Databases;Information Theory;['0'];['B'];['B'];;;;;;['A'];;['B']
Computer Science and Game Theory;Databases;Multiagent Systems;['B'];;;['B'];['0'];;['0'];;['A'];;
Computer Science and Game Theory;Databases;Networking and Internet Architecture;['0'];;;['0'];['0'];;['0'];;['A'];;
Computer Science and Game Theory;Databases;Sound;['0'];;;['0'];['0'];;['0'];;['A'];;
Computer Science and Game Theory;Databases;Symbolic Computation;['B'];['B'];['0'];;;;;;['A'];;['B']
Computer Science and Game Theory;Digital Libraries;Cryptography and Security;['B'];;;['0'];['0'];;['0'];;['B'];;
Computer Science and Game Theory;Digital Libraries;Information Retrieval;['0'];['B'];['0'];;;;;;['B'];;['0']
Computer Science and Game Theory;Digital Libraries;Machine Learning;['B'];;;['B'];['0'];;['0'];;['B'];;
Computer Science and Game Theory;Digital Libraries;Operating Systems;['0'];;;;;['0'];;['0'];['0'];['0'];
Computer Science and Game Theory;Discrete Mathematics;Information Theory;['B'];['B'];['A'];;;;;;['B'];;['B']
Computer Science and Game Theory;Discrete Mathematics;Networking and Internet Architecture;['A'];;;['0'];['0'];;['A'];;['A'];;
Computer Science and Game Theory;Discrete Mathematics;Programming Languages;['A'];;;;;['A'];;['A'];['B'];['0'];
Computer Science and Game Theory;Discrete Mathematics;Sound;['A'];;;;;['A'];;['A'];['A'];['0'];
Computer Science and Game Theory;Discrete Mathematics;Systems and Control;['B'];['B'];['A'];;;;;;['0'];;['0']
Computer Science and Game Theory;Distributed, Parallel, and Cluster Computing;Computation and Language;['0'];;;;;['0'];;['0'];['0'];['0'];
Computer Science and Game Theory;Distributed, Parallel, and Cluster Computing;Computational Complexity;['0'];;;;;['0'];;['0'];['0'];['0'];
Computer Science and Game Theory;Distributed, Parallel, and Cluster Computing;Logic in Computer Science;['0'];;;['0'];['A'];;['0'];;['B'];;
Computer Science and Game Theory;Distributed, Parallel, and Cluster Computing;Networking and Internet Architecture;['0'];;;['0'];['A'];;['0'];;['0'];;
Computer Science and Game Theory;Formal Languages and Automata Theory;Numerical Analysis;['B'];;;['0'];['A'];;['B'];;['A'];;
Computer Science and Game Theory;Graphics;Computer Vision and Pattern Recognition;['B'];;;['0'];['A'];;['0'];;['B'];;
Computer Science and Game Theory;Hardware Architecture;Cryptography and Security;['B'];;;['0'];['0'];;['0'];;['B'];;
Computer Science and Game Theory;Hardware Architecture;Distributed, Parallel, and Cluster Computing;['0'];;;['0'];['B'];;['0'];;['0'];;
Computer Science and Game Theory;Hardware Architecture;Graphics;['0'];;;;;['0'];;['0'];['A'];['B'];
Computer Science and Game Theory;Hardware Architecture;Logic in Computer Science;['0'];;;;;['B'];;['0'];['B'];['0'];
Computer Science and Game Theory;Hardware Architecture;Machine Learning;['B'];;;['B'];['0'];;['0'];;['B'];;
Computer Science and Game Theory;Hardware Architecture;Networking and Internet Architecture;['0'];;;;;['0'];;['0'];['0'];['0'];
Computer Science and Game Theory;Hardware Architecture;Symbolic Computation;['B'];;;['B'];['B'];;['0'];;['B'];;
Computer Science and Game Theory;Hardware Architecture;Systems and Control;['B'];['B'];['0'];;;;;;['0'];;['0']
Computer Science and Game Theory;Human-Computer Interaction;Formal Languages and Automata Theory;['A'];;;;;['B'];;['0'];['B'];['A'];
Computer Science and Game Theory;Human-Computer Interaction;Machine Learning;['A'];;;;;['0'];;['0'];['B'];['A'];
Computer Science and Game Theory;Human-Computer Interaction;Multimedia;['A'];['A'];['0'];;;;;;['A'];;['0']
Computer Science and Game Theory;Information Retrieval;Networking and Internet Architecture;['0'];;;;;['0'];;['0'];['A'];['0'];
Computer Science and Game Theory;Information Retrieval;Symbolic Computation;['0'];;;;;['B'];;['0'];['B'];['0'];
Computer Science and Game Theory;Information Theory;Information Retrieval;['A'];['A'];['A'];;;;;;['A'];;['A']
